Date,Day,Month,Year,dayName,dayOfWeek,Open_BA,High_BA,Low_BA,Close_BA,Adj_Close_BA,Volume_BA,Open_AIR,High_AIR,Low_AIR,Close_AIR,Adj_Close_AIR,Volume_AIR
2018-02-14,14,2,2018,Wednesday,3,341.339996,347.429993,341.170013,344.850006,330.261902,4340200,83.919998,84.480003,81.330002,84.169998,76.839951,2325684
2018-02-15,15,2,2018,Thursday,4,348.470001,356.549988,348.049988,356.459991,341.380737,5827500,90.5,93.470001,89.779999,92.82,84.736656,5873239
2018-02-16,16,2,2018,Friday,5,356.589996,359.5,353.51001,355.040009,340.020813,5211600,93.370003,95.599998,93.209999,95.529999,87.210655,3480413
2018-02-20,20,2,2018,Tuesday,2,352.0,357.790009,351.399994,353.350006,338.402283,4303400,94.510002,97.470001,94.209999,96.989998,88.543518,2250827
2018-02-21,21,2,2018,Wednesday,3,352.559998,360.809998,351.75,352.369995,337.463745,5258600,97.470001,97.860001,96.900002,97.660004,89.155159,2045573
2018-02-22,22,2,2018,Thursday,4,354.649994,358.070007,352.640015,355.920013,340.863617,3414300,97.199997,98.0,97.010002,97.699997,89.191673,1946425
2018-02-23,23,2,2018,Friday,5,358.179993,358.769989,353.070007,356.660004,341.572296,3355400,97.940002,98.300003,97.330002,98.300003,89.739426,1401492
2018-02-26,26,2,2018,Monday,1,359.5,364.049988,358.209991,363.480011,348.10379,4148100,98.5,99.660004,98.290001,98.940002,90.3237,1886721
2018-02-27,27,2,2018,Tuesday,2,364.600006,369.890015,363.299988,364.640015,349.214752,4774100,99.050003,99.970001,98.349998,98.709999,90.113716,2326711
2018-02-28,28,2,2018,Wednesday,3,366.799988,371.600006,362.209991,362.209991,346.887451,5472900,98.18,98.980003,97.75,98.339996,89.775932,1718890
2018-03-01,1,3,2018,Thursday,4,362.329987,362.73999,346.399994,349.690002,334.897125,8978000,98.169998,98.790001,96.139999,97.099998,88.643929,1760776
2018-03-02,2,3,2018,Friday,5,341.820007,346.089996,335.299988,344.670013,330.089508,10021300,95.800003,95.879997,93.57,93.949997,85.768257,2660441
2018-03-05,5,3,2018,Monday,1,338.0,354.769989,336.609985,352.75,337.827667,8140200,93.480003,95.989998,93.339996,95.75,87.411499,1883059
2018-03-06,6,3,2018,Tuesday,2,354.23999,355.209991,346.019989,348.920013,334.159698,4888300,96.239998,97.389999,95.870003,96.120003,87.749275,2005926
2018-03-07,7,3,2018,Wednesday,3,341.519989,348.410004,339.5,347.040009,332.359222,4575700,95.699997,96.540001,95.199997,95.720001,87.384117,1496982
2018-03-08,8,3,2018,Thursday,4,349.51001,352.5,343.950012,348.730011,333.977753,4319900,95.690002,97.470001,95.099998,97.089996,88.634804,1708289
2018-03-09,9,3,2018,Friday,5,352.649994,354.890015,350.230011,354.519989,339.522797,3538300,96.839996,98.540001,96.660004,98.330002,89.766808,1667528
2018-03-12,12,3,2018,Monday,1,355.200012,355.230011,343.26001,344.190002,329.629791,6088800,98.5,98.599998,95.760002,95.870003,87.521049,1824223
2018-03-13,13,3,2018,Tuesday,2,345.320007,347.880005,337.609985,338.670013,324.343323,5443800,96.279999,97.269997,95.160004,95.660004,87.329346,1460828
2018-03-14,14,3,2018,Wednesday,3,339.790009,340.519989,322.299988,330.26001,316.289093,13057900,95.489998,96.75,94.879997,95.25,86.955048,1548763
2018-03-15,15,3,2018,Thursday,4,332.299988,332.920013,322.910004,329.980011,316.020935,8766000,96.0,97.230003,95.449997,96.839996,88.406563,1492138
2018-03-16,16,3,2018,Friday,5,329.820007,330.829987,325.630005,330.470001,316.490143,9329000,96.449997,97.379997,95.690002,96.0,87.639725,4240400
2018-03-19,19,3,2018,Monday,1,327.450012,333.329987,326.779999,331.76001,317.725647,6328900,96.0,96.139999,93.959999,94.43,86.206436,1454271
2018-03-20,20,3,2018,Tuesday,2,331.839996,339.700012,331.0,337.630005,323.34726,6500500,94.739998,97.260002,94.309998,96.43,88.03228,1527789
2018-03-21,21,3,2018,Wednesday,3,337.070007,341.910004,335.170013,337.100006,322.839691,4056300,96.269997,96.309998,94.75,95.510002,87.192398,1306085
2018-03-22,22,3,2018,Thursday,4,330.109985,332.679993,319.01001,319.609985,306.0896,7282200,95.0,95.459999,92.779999,94.629997,86.38903,2307587
2018-03-23,23,3,2018,Friday,5,320.149994,331.140015,318.320007,321.0,307.420807,7237500,93.550003,94.300003,91.870003,92.919998,84.82795,2232114
2018-03-26,26,3,2018,Monday,1,330.480011,331.940002,323.589996,328.970001,315.053619,5392900,92.93,93.779999,92.099998,92.879997,84.791428,2156370
2018-03-27,27,3,2018,Tuesday,2,331.51001,334.880005,319.0,321.119995,307.535706,5355500,94.639999,95.480003,94.0,95.099998,86.8181,1603029
2018-03-28,28,3,2018,Wednesday,3,321.850006,323.23999,311.170013,320.019989,306.482269,5634700,93.889999,94.410004,92.620003,93.980003,85.795639,2342711
2018-03-29,29,3,2018,Thursday,4,323.380005,330.480011,322.0,327.880005,314.009705,3652100,94.480003,95.07,93.620003,93.800003,85.63131,1787075
2018-04-03,3,4,2018,Tuesday,2,324.76001,331.100006,323.089996,330.820007,316.825378,4783100,92.879997,94.050003,91.550003,93.599998,85.44873,1394820
2018-04-04,4,4,2018,Wednesday,3,312.299988,327.809998,311.880005,327.440002,313.588379,8235700,93.230003,94.529999,92.129997,92.809998,84.727524,2566788
2018-04-05,5,4,2018,Thursday,4,330.589996,338.959991,330.26001,336.399994,322.169342,6220000,94.620003,94.919998,94.220001,94.870003,86.608139,2241922
2018-04-06,6,4,2018,Friday,5,330.609985,334.589996,322.209991,326.119995,312.324158,5713600,94.760002,94.769997,93.93,94.400002,86.179062,1011322
2018-04-09,9,4,2018,Monday,1,332.25,334.880005,322.049988,322.480011,308.838165,4931700,94.400002,95.279999,94.110001,94.400002,86.179062,1162527
2018-04-10,10,4,2018,Tuesday,2,331.350006,336.690002,329.549988,334.829987,320.66571,5552000,95.199997,95.419998,93.849998,95.419998,87.110237,1549328
2018-04-11,11,4,2018,Wednesday,3,331.600006,337.570007,326.309998,327.359985,313.511719,4573500,95.379997,95.589996,92.120003,92.43,84.38063,1962224
2018-04-12,12,4,2018,Thursday,4,331.980011,338.350006,330.459991,337.480011,323.203674,4325000,92.57,93.239998,90.230003,92.959999,84.864464,2055722
2018-04-13,13,4,2018,Friday,5,338.98999,339.670013,326.600006,329.279999,315.350525,4733500,93.0,94.120003,90.949997,91.5,83.531609,1848098
2018-04-16,16,4,2018,Monday,1,332.339996,333.220001,327.630005,331.769989,317.735138,3901400,90.279999,91.669998,90.230003,90.379997,83.8843,1286645
2018-04-17,17,4,2018,Tuesday,2,334.730011,339.73999,333.649994,336.720001,322.4758,3381800,90.760002,93.309998,90.410004,93.080002,86.390251,1799910
2018-04-18,18,4,2018,Wednesday,3,338.329987,342.399994,337.179993,341.0,326.574738,3117500,93.5,94.760002,93.230003,94.599998,87.80101,1675107
2018-04-19,19,4,2018,Thursday,4,340.190002,342.410004,337.5,340.640015,326.22995,3006800,94.980003,95.419998,93.629997,94.239998,87.466881,1129502
2018-04-20,20,4,2018,Friday,5,340.730011,341.399994,335.049988,338.670013,324.343323,3038000,95.029999,95.629997,94.029999,94.169998,87.401917,2037611
2018-04-23,23,4,2018,Monday,1,339.549988,341.26001,336.0,338.839996,324.506104,2765600,94.290001,96.339996,94.089996,96.160004,89.248886,1367855
2018-04-24,24,4,2018,Tuesday,2,343.170013,347.670013,323.279999,329.059998,315.139771,7051800,96.290001,97.099998,95.459999,96.709999,89.759361,1910574
2018-04-25,25,4,2018,Wednesday,3,338.119995,344.910004,330.519989,342.859985,328.356018,11023600,95.779999,96.029999,92.82,94.970001,88.144417,2341877
2018-04-26,26,4,2018,Thursday,4,344.01001,345.649994,338.329987,342.790009,328.289032,5273600,95.269997,95.910004,94.489998,95.5,88.636322,1789280
2018-04-27,27,4,2018,Friday,5,341.25,342.920013,337.769989,340.880005,326.459839,3390400,95.040001,97.949997,93.730003,96.93,89.963547,2214905
2018-04-30,30,4,2018,Monday,1,341.170013,342.579987,333.399994,333.559998,319.449463,3721600,96.849998,98.260002,96.470001,97.400002,90.399765,2205472
2018-05-02,2,5,2018,Wednesday,3,329.5,330.709991,323.980011,324.190002,310.475861,3436100,97.989998,98.529999,96.459999,98.07,91.021614,2075219
2018-05-03,3,5,2018,Thursday,4,322.970001,332.630005,319.130005,330.690002,316.700867,6383200,98.129997,98.470001,97.540001,98.059998,91.012329,1373661
2018-05-04,4,5,2018,Friday,5,328.040009,335.890015,328.040009,334.429993,320.282654,3655100,98.559998,98.879997,97.839996,98.690002,91.597054,1300971
2018-05-07,7,5,2018,Monday,1,335.230011,342.980011,335.209991,340.429993,326.028809,4192200,98.889999,100.419998,98.489998,100.419998,93.202721,1173678
2018-05-08,8,5,2018,Tuesday,2,339.769989,341.940002,336.609985,338.369995,324.056,4014100,100.199997,100.400002,99.419998,100.239998,93.035645,1126291
2018-05-09,9,5,2018,Wednesday,3,339.48999,346.929993,338.579987,344.5,329.926697,4347000,99.209999,99.550003,98.699997,99.160004,92.033272,1420703
2018-05-10,10,5,2018,Thursday,4,343.98999,348.570007,342.410004,344.070007,331.15863,3920400,99.120003,99.82,99.019997,99.629997,92.46949,789718
2018-05-11,11,5,2018,Friday,5,343.769989,345.420013,341.049988,342.459991,329.609039,2332200,99.699997,99.82,98.93,99.449997,92.302429,838606
2018-05-14,14,5,2018,Monday,1,344.0,347.73999,343.890015,344.589996,331.659119,2520300,98.699997,98.989998,96.360001,97.080002,90.102768,1726805
2018-05-15,15,5,2018,Tuesday,2,343.0,343.850006,340.26001,342.119995,329.281769,3009100,96.739998,97.980003,95.360001,96.25,89.33242,2059938
2018-05-16,16,5,2018,Wednesday,3,342.0,343.559998,340.299988,340.970001,328.174957,2230100,96.07,96.68,95.629997,96.389999,89.462349,1448715
2018-05-17,17,5,2018,Thursday,4,340.470001,344.769989,340.25,344.140015,331.225983,2483300,96.440002,97.980003,96.410004,97.980003,90.93808,1249890
2018-05-18,18,5,2018,Friday,5,345.600006,352.049988,345.190002,351.230011,338.049957,4327700,98.400002,98.419998,97.370003,97.839996,90.808144,2456175
2018-05-21,21,5,2018,Monday,1,358.459991,365.0,358.450012,363.920013,350.263763,6785400,98.529999,100.959999,98.440002,100.82,93.573967,1330566
2018-05-22,22,5,2018,Tuesday,2,364.0,364.850006,354.519989,355.019989,341.697693,5389400,101.0,101.099998,100.0,100.660004,93.425468,1362260
2018-05-23,23,5,2018,Wednesday,3,352.279999,359.600006,351.619995,359.209991,345.730469,4497500,100.440002,100.860001,98.57,98.959999,91.847641,1350053
2018-05-24,24,5,2018,Thursday,4,358.450012,360.660004,354.369995,359.0,345.528351,3932100,99.040001,99.489998,97.75,98.349998,91.281487,930778
2018-05-25,25,5,2018,Friday,5,358.119995,360.600006,357.049988,360.089996,346.577515,2463700,99.099998,99.82,97.540001,98.209999,91.15155,1281193
2018-05-29,29,5,2018,Tuesday,2,357.709991,360.970001,350.660004,352.480011,339.253082,4249600,96.440002,98.480003,95.620003,97.32,90.325516,1550186
2018-05-30,30,5,2018,Wednesday,3,355.649994,358.920013,354.100006,358.190002,344.748749,2825200,97.760002,97.760002,96.120003,96.730003,89.777924,1276639
2018-05-31,31,5,2018,Thursday,4,356.829987,356.829987,351.619995,352.160004,338.945038,4406300,97.18,98.239998,97.010002,97.309998,90.316231,2036282
2018-06-01,1,6,2018,Friday,5,355.790009,358.149994,354.459991,356.720001,343.333923,2657800,98.019997,99.669998,97.980003,99.389999,92.246735,1498403
2018-06-04,4,6,2018,Monday,1,358.970001,363.390015,358.850006,360.730011,347.193451,2950300,100.0,100.0,98.690002,99.559998,92.404526,1061667
2018-06-05,5,6,2018,Tuesday,2,360.5,363.369995,358.850006,360.100006,346.587128,2567800,99.269997,100.32,98.980003,98.980003,91.866211,1114674
2018-06-06,6,6,2018,Wednesday,3,362.459991,371.600006,360.98999,371.559998,357.617065,4488400,98.739998,100.0,98.610001,100.0,92.812897,1127330
2018-06-07,7,6,2018,Thursday,4,372.0,374.480011,366.049988,368.529999,354.700745,4517800,100.339996,101.099998,99.449997,99.650002,92.488052,1002940
2018-06-08,8,6,2018,Friday,5,368.140015,371.420013,365.459991,369.5,355.634338,3292900,99.400002,101.040001,98.610001,100.900002,93.648216,1391071
2018-06-11,11,6,2018,Monday,1,371.0,373.329987,368.799988,370.940002,357.020294,2468500,101.360001,101.900002,100.639999,100.900002,93.648216,1117898
2018-06-12,12,6,2018,Tuesday,2,371.23999,372.730011,367.98999,370.619995,356.712341,2440400,101.519997,101.540001,100.0,100.480003,93.258408,923524
2018-06-13,13,6,2018,Wednesday,3,370.670013,371.0,363.290009,363.850006,350.19635,3867600,100.5,100.959999,99.610001,100.18,92.979958,1087974
2018-06-14,14,6,2018,Thursday,4,366.149994,367.640015,358.829987,362.420013,348.820068,4039500,99.489998,104.739998,99.459999,104.559998,97.045166,2163334
2018-06-15,15,6,2018,Friday,5,358.149994,361.660004,353.470001,357.880005,344.450409,9946000,105.0,106.5,103.599998,103.599998,96.154167,2914883
2018-06-18,18,6,2018,Monday,1,353.190002,357.649994,352.369995,354.73999,341.428223,3363200,103.519997,103.519997,100.339996,101.900002,94.57634,1274617
2018-06-19,19,6,2018,Tuesday,2,347.170013,347.170013,338.570007,341.119995,328.319366,6857300,100.279999,100.540001,99.080002,100.339996,93.128464,1695805
2018-06-20,20,6,2018,Wednesday,3,346.0,346.980011,340.459991,342.690002,329.830475,4540000,100.760002,101.080002,99.82,99.879997,92.701523,1369803
2018-06-21,21,6,2018,Thursday,4,341.149994,341.149994,336.200012,337.660004,324.989166,4048300,100.379997,100.599998,98.400002,98.589996,91.504234,1692520
2018-06-22,22,6,2018,Friday,5,340.429993,340.940002,336.600006,338.910004,326.192291,3192000,99.620003,100.779999,99.410004,100.639999,93.406906,1430276
2018-06-25,25,6,2018,Monday,1,332.519989,333.850006,327.600006,331.200012,318.771637,5006200,99.949997,100.279999,96.860001,96.860001,89.898582,1074718
2018-06-26,26,6,2018,Tuesday,2,332.390015,334.399994,330.480011,331.299988,318.867859,3112400,98.370003,98.82,96.480003,96.480003,89.545891,1338259
2018-06-27,27,6,2018,Wednesday,3,334.850006,341.420013,329.76001,329.820007,317.44339,4578900,96.410004,99.660004,94.57,99.099998,91.977585,1779672
2018-06-28,28,6,2018,Thursday,4,330.0,337.540009,327.290009,334.649994,322.092133,3348000,98.68,99.550003,97.519997,98.120003,91.068024,1810824
2018-06-29,29,6,2018,Friday,5,337.190002,340.0,335.359985,335.51001,322.919891,3108500,99.949997,101.160004,99.849998,100.260002,93.054214,1495038
2018-07-02,2,7,2018,Monday,1,330.690002,336.329987,329.320007,336.079987,323.468414,2820700,97.650002,99.110001,97.029999,97.709999,90.687485,1658934
2018-07-03,3,7,2018,Tuesday,2,338.179993,339.690002,332.0,332.929993,320.436646,1464400,98.099998,98.599998,97.309998,97.760002,90.733894,1106359
2018-07-05,5,7,2018,Thursday,4,336.149994,337.279999,329.100006,333.179993,320.677246,2427900,98.25,99.0,97.650002,97.739998,90.715324,1337173
2018-07-06,6,7,2018,Friday,5,332.839996,336.100006,330.450012,334.640015,322.08252,2105100,97.75,98.940002,97.739998,98.5,91.420708,1425002
2018-07-09,9,7,2018,Monday,1,337.5,343.040009,336.51001,341.920013,329.089325,3128700,99.050003,99.68,98.830002,99.400002,92.256027,976457
2018-07-10,10,7,2018,Tuesday,2,342.779999,348.0,342.779999,347.160004,334.13269,3278300,100.300003,103.339996,100.300003,103.339996,95.912849,1898106
2018-07-11,11,7,2018,Wednesday,3,341.730011,344.390015,339.190002,340.600006,327.818848,3056900,102.699997,103.860001,102.120003,103.139999,95.727226,1448989
2018-07-12,12,7,2018,Thursday,4,345.279999,346.600006,342.73999,346.029999,333.045044,2030700,104.0,105.139999,103.199997,105.139999,97.583481,1617009
2018-07-13,13,7,2018,Friday,5,347.0,351.23999,346.200012,350.790009,337.626465,2272300,105.5,107.839996,105.5,107.400002,99.681061,1710296
2018-07-16,16,7,2018,Monday,1,353.970001,356.339996,352.350006,356.100006,342.737213,2889000,107.120003,107.720001,106.800003,106.940002,99.25412,843357
2018-07-17,17,7,2018,Tuesday,2,357.609985,359.0,355.040009,356.880005,343.487946,2730500,106.860001,108.199997,106.18,107.660004,99.922371,944038
2018-07-18,18,7,2018,Wednesday,3,359.0,361.859985,354.26001,360.230011,346.712219,3090100,107.839996,109.099998,107.139999,107.199997,99.49543,1338633
2018-07-19,19,7,2018,Thursday,4,357.690002,359.390015,355.26001,355.329987,341.996063,2711700,107.199997,107.440002,106.040001,107.080002,99.384064,1202954
2018-07-20,20,7,2018,Friday,5,353.040009,356.98999,353.0,354.899994,341.582214,1816700,107.779999,108.040001,104.620003,105.760002,98.15892,1932871
2018-07-23,23,7,2018,Monday,1,355.0,355.0,352.390015,353.269989,340.013397,1943700,105.059998,105.940002,104.760002,105.419998,97.843361,812845
2018-07-24,24,7,2018,Tuesday,2,356.75,359.470001,354.640015,358.269989,344.825775,3182000,105.699997,106.580002,105.260002,105.980003,98.363113,1020922
2018-07-25,25,7,2018,Wednesday,3,351.519989,356.299988,345.5,355.920013,342.563995,7378100,106.059998,106.68,104.620003,104.900002,97.360733,1352553
2018-07-26,26,7,2018,Thursday,4,355.380005,360.200012,355.269989,359.320007,345.836365,3191200,107.800003,111.160004,107.800003,109.620003,101.741501,2014197
2018-07-27,27,7,2018,Friday,5,361.059998,364.540009,359.470001,360.649994,347.116486,2914700,109.019997,109.279999,107.300003,109.199997,101.351677,1437079
2018-07-30,30,7,2018,Monday,1,361.98999,362.450012,350.470001,351.059998,337.886353,3080400,108.959999,108.959999,107.040001,107.080002,99.384064,872564
2018-07-31,31,7,2018,Tuesday,2,354.380005,359.019989,354.059998,356.299988,342.929688,2728400,107.199997,107.260002,105.760002,106.0,98.381668,1113224
2018-08-01,1,8,2018,Wednesday,3,354.089996,357.910004,350.5,352.76001,339.522552,2717800,106.120003,107.360001,105.919998,106.599998,98.93856,871755
2018-08-02,2,8,2018,Thursday,4,348.619995,350.730011,346.029999,349.730011,336.606262,2655900,106.300003,106.779999,105.900002,106.480003,98.827179,1467538
2018-08-03,3,8,2018,Friday,5,349.5,350.98999,345.670013,348.440002,335.364624,2285200,106.839996,107.980003,106.279999,107.760002,100.01519,887302
2018-08-06,6,8,2018,Monday,1,347.369995,347.369995,343.119995,346.570007,333.564819,3251100,107.959999,109.580002,107.339996,107.82,100.070869,913835
2018-08-07,7,8,2018,Tuesday,2,348.049988,352.119995,345.5,350.76001,337.597595,2267400,109.220001,109.959999,108.760002,109.0,101.166061,993504
2018-08-08,8,8,2018,Wednesday,3,350.5,351.619995,346.25,347.779999,334.729431,2333600,109.32,109.620003,107.779999,107.900002,100.145119,792973
2018-08-09,9,8,2018,Thursday,4,346.070007,346.839996,343.119995,343.720001,332.456451,2301800,108.18,108.760002,107.120003,108.660004,100.850502,626095
2018-08-10,10,8,2018,Friday,5,341.0,341.0,336.450012,339.410004,328.287628,2745700,107.620003,108.199997,107.040001,107.519997,99.792427,1240233
2018-08-13,13,8,2018,Monday,1,339.600006,342.149994,337.339996,338.359985,327.272064,1877200,107.400002,108.800003,107.379997,108.099998,100.33075,788303
2018-08-14,14,8,2018,Tuesday,2,339.119995,340.149994,337.619995,339.140015,328.026489,2017300,108.68,109.040001,107.480003,108.0,100.23793,667568
2018-08-15,15,8,2018,Wednesday,3,336.570007,337.140015,328.029999,331.76001,320.888367,3798600,108.199997,108.779999,104.959999,105.220001,97.657738,1494385
2018-08-16,16,8,2018,Thursday,4,339.059998,347.720001,338.299988,345.980011,334.642365,5867900,105.900002,107.660004,105.620003,107.559998,99.829552,989496
2018-08-17,17,8,2018,Friday,5,346.0,348.5,341.670013,346.399994,335.048584,3069200,108.0,108.68,106.919998,107.720001,99.978058,641480
2018-08-20,20,8,2018,Monday,1,348.600006,352.609985,347.100006,350.73999,339.246399,3018200,107.980003,108.459999,107.540001,107.879997,100.126564,628975
2018-08-21,21,8,2018,Tuesday,2,351.0,354.450012,349.630005,353.769989,342.177063,2967200,107.68,108.239998,107.300003,107.459999,99.736748,729822
2018-08-22,22,8,2018,Wednesday,3,354.320007,355.869995,349.839996,350.029999,338.559662,2682900,107.5,108.0,107.040001,107.32,99.606812,1008537
2018-08-23,23,8,2018,Thursday,4,349.149994,350.279999,345.459991,347.480011,336.093201,1833400,107.580002,108.220001,107.440002,107.739998,99.996613,611202
2018-08-24,24,8,2018,Friday,5,348.769989,350.630005,348.100006,349.380005,337.930939,1954100,107.900002,108.0,107.059998,107.5,99.773872,929551
2018-08-27,27,8,2018,Monday,1,352.109985,355.0,351.01001,353.73999,342.148041,2279500,108.199997,108.260002,107.279999,108.0,100.23793,1003751
2018-08-28,28,8,2018,Tuesday,2,355.0,355.679993,350.609985,351.209991,339.700958,2475100,108.099998,109.18,107.879997,108.959999,101.128937,1141016
2018-08-29,29,8,2018,Wednesday,3,352.26001,352.350006,349.209991,350.190002,338.714386,1850100,109.339996,110.879997,109.199997,110.059998,102.149872,1146675
2018-08-30,30,8,2018,Thursday,4,350.350006,350.950012,345.75,346.899994,335.532227,3257700,110.059998,110.440002,108.519997,108.980003,101.147507,895351
2018-08-31,31,8,2018,Friday,5,345.049988,345.850006,341.579987,342.790009,331.556946,3462700,108.800003,108.800003,106.199997,106.260002,98.622993,1479511
2018-09-04,4,9,2018,Tuesday,2,341.600006,346.320007,339.279999,346.25,334.903503,2699400,107.720001,107.940002,104.099998,105.160004,97.602051,1204594
2018-09-05,5,9,2018,Wednesday,3,345.769989,347.25,343.160004,346.679993,335.319397,2959000,105.080002,105.279999,103.0,103.0,95.59729,1386865
2018-09-06,6,9,2018,Thursday,4,347.549988,353.350006,346.579987,351.269989,339.758972,3585900,103.239998,105.779999,103.239998,104.279999,96.785294,1308310
2018-09-07,7,9,2018,Friday,5,348.820007,350.01001,344.459991,349.279999,337.834229,3921900,104.800003,105.639999,103.860001,104.839996,97.305046,895199
2018-09-10,10,9,2018,Monday,1,349.48999,350.75,341.679993,341.859985,330.657349,3065500,104.5,105.720001,103.919998,104.800003,97.267921,766076
2018-09-11,11,9,2018,Tuesday,2,339.01001,346.619995,337.309998,345.25,333.936279,2731800,105.440002,106.82,104.199997,106.760002,99.087059,1071759
2018-09-12,12,9,2018,Wednesday,3,345.0,355.040009,344.609985,353.410004,341.828888,4003800,107.139999,107.599998,105.739998,106.699997,99.031364,839003
2018-09-13,13,9,2018,Thursday,4,356.359985,360.420013,354.299988,355.459991,343.811707,3166500,106.239998,108.0,104.120003,105.639999,98.047546,1415024
2018-09-14,14,9,2018,Friday,5,356.440002,362.26001,356.100006,359.799988,348.00946,2835800,106.599998,106.779999,105.120003,106.199997,98.567299,673082
2018-09-17,17,9,2018,Monday,1,359.279999,361.299988,354.540009,355.959991,344.295349,2554500,106.019997,106.959999,105.720001,106.300003,98.660118,783738
