Date,Day,Month,Year,dayName,dayOfWeek,Open_BA,High_BA,Low_BA,Close_BA,Adj_Close_BA,Volume_BA,Open_AIR,High_AIR,Low_AIR,Close_AIR,Adj_Close_AIR,Volume_AIR,Performance_BA,Performance_AIR,Event
2018-12-11,11,12,2018,Tuesday,2,333.25,334.48999,318.75,322.029999,312.915497,3566400,88.080002,89.849998,87.440002,88.599998,82.232231,1605717,0,1,0
2018-12-12,12,12,2018,Wednesday,3,327.380005,331.899994,324.660004,326.690002,317.443604,3424800,89.18,91.769997,88.610001,91.480003,84.905251,2067671,0,1,0
2018-12-13,13,12,2018,Thursday,4,328.399994,328.73999,324.170013,325.470001,316.258179,2247700,91.57,92.300003,89.730003,89.970001,83.503769,1739620,0,0,0
2018-12-14,14,12,2018,Friday,5,322.450012,323.910004,315.559998,318.75,309.728363,3298400,89.290001,89.790001,88.32,88.669998,82.297195,2106031,0,0,0
2018-12-17,17,12,2018,Monday,1,316.910004,327.220001,314.440002,316.130005,307.182495,4968400,88.43,88.900002,86.959999,87.650002,81.35051,1316386,0,0,0
2018-12-18,18,12,2018,Tuesday,2,325.459991,332.089996,323.200012,328.059998,318.774872,5881100,87.580002,89.269997,87.059998,88.650002,82.278641,1654569,1,1,0
2018-12-19,19,12,2018,Wednesday,3,329.329987,333.480011,316.100006,319.549988,310.505707,4871500,88.830002,88.989998,87.040001,87.199997,80.932854,1731218,0,0,0
2018-12-20,20,12,2018,Thursday,4,317.0,321.820007,308.0,313.049988,304.189636,5368600,85.599998,85.599998,78.830002,83.330002,77.340996,3558647,0,0,0
2018-12-21,21,12,2018,Friday,5,309.089996,314.970001,304.01001,304.549988,295.930237,7641700,82.75,84.209999,82.050003,83.099998,77.127518,3670837,0,1,0
2018-12-24,24,12,2018,Monday,1,300.649994,303.0,294.160004,294.160004,285.834351,3435300,81.540001,82.580002,81.199997,81.629997,75.763168,392591,0,1,0
2018-12-27,27,12,2018,Thursday,4,309.040009,317.140015,302.23999,317.140015,308.163971,4341100,82.919998,83.730003,81.059998,82.099998,76.199394,1611466,1,0,0
2018-12-28,28,12,2018,Friday,5,319.73999,321.529999,315.149994,316.380005,307.425446,3725200,82.980003,84.330002,82.559998,83.760002,77.740089,1257945,0,1,0
2018-12-31,31,12,2018,Monday,1,320.5,323.640015,318.75,322.5,313.372253,3557700,83.830002,84.220001,83.269997,83.959999,77.925713,426473,1,1,0
2019-01-02,2,1,2019,Wednesday,3,316.190002,323.950012,313.709991,323.809998,314.645172,3292200,83.580002,84.449997,82.099998,84.169998,78.120613,1483033,1,1,0
2019-01-03,3,1,2019,Thursday,4,319.48999,319.73999,309.399994,310.899994,302.100525,5705600,83.330002,83.75,77.5,81.209999,75.373352,1964509,0,0,0
2019-01-04,4,1,2019,Friday,5,316.690002,328.440002,316.079987,327.079987,317.822601,4448800,82.160004,85.519997,81.529999,85.120003,79.002335,2006859,1,1,0
2019-01-07,7,1,2019,Monday,1,330.519989,330.690002,323.350006,328.109985,318.823425,4030300,85.959999,86.949997,82.639999,83.559998,77.554459,1428948,0,0,0
2019-01-08,8,1,2019,Tuesday,2,334.109985,341.25,332.649994,340.529999,330.891968,4736500,83.830002,88.610001,83.559998,86.650002,80.422379,2533915,1,1,0
2019-01-09,9,1,2019,Wednesday,3,342.959991,347.200012,340.869995,343.829987,334.098511,4213900,88.5,90.540001,87.68,89.68,83.234604,2365398,1,1,0
2019-01-10,10,1,2019,Thursday,4,346.51001,353.470001,343.0,352.609985,342.629974,5358100,89.0,89.699997,87.870003,89.610001,83.16964,1321653,1,1,0
2019-01-11,11,1,2019,Friday,5,348.559998,354.359985,348.089996,352.899994,342.911835,3158900,89.919998,90.0,88.190002,88.379997,82.028038,1184652,1,0,0
2019-01-14,14,1,2019,Monday,1,348.200012,352.809998,347.01001,350.359985,340.443665,2476400,87.870003,90.440002,87.790001,89.910004,83.448082,1339132,1,1,0
2019-01-15,15,1,2019,Tuesday,2,352.0,353.320007,347.980011,352.23999,342.270447,2940900,90.5,92.5,90.419998,92.309998,85.675591,1870631,1,1,0
2019-01-16,16,1,2019,Wednesday,3,352.5,355.0,351.559998,352.059998,342.095612,2731100,92.5,93.040001,91.599998,92.540001,85.889061,1383158,0,1,0
2019-01-17,17,1,2019,Thursday,4,350.75,363.829987,350.730011,359.089996,348.926605,4270400,91.699997,92.339996,90.860001,91.760002,85.165123,1196890,1,1,0
2019-01-18,18,1,2019,Friday,5,363.880005,367.320007,361.320007,364.730011,354.406982,4256500,92.449997,94.080002,92.199997,93.660004,86.928566,1498962,1,1,0
2019-01-22,22,1,2019,Tuesday,2,362.859985,364.200012,354.230011,357.899994,347.770264,4336500,94.529999,95.050003,93.879997,94.75,87.940224,1284328,0,1,0
2019-01-23,23,1,2019,Wednesday,3,361.910004,362.200012,353.670013,358.609985,348.460175,2924900,93.970001,95.279999,93.309998,93.809998,87.06778,1313183,0,0,0
2019-01-24,24,1,2019,Thursday,4,358.910004,363.179993,356.899994,358.269989,348.129791,2801300,94.239998,95.919998,93.970001,95.919998,89.026131,1534265,0,1,0
2019-01-25,25,1,2019,Friday,5,362.48999,366.940002,360.329987,364.200012,353.892029,3185600,96.0,97.120003,95.599998,96.510002,89.57373,1575939,1,1,0
2019-01-28,28,1,2019,Monday,1,360.649994,363.170013,357.5,362.970001,352.696808,3128900,96.300003,96.349998,95.07,95.419998,88.562065,986063,1,0,0
2019-01-29,29,1,2019,Tuesday,2,363.070007,367.779999,362.410004,364.910004,354.58194,3202700,95.779999,96.889999,95.25,96.050003,89.14679,919305,1,1,0
2019-01-30,30,1,2019,Wednesday,3,387.399994,391.970001,380.5,387.720001,376.746307,12705300,96.300003,99.019997,95.779999,99.0,91.884781,2213713,1,1,1
2019-01-31,31,1,2019,Thursday,4,387.160004,388.98999,382.079987,385.619995,374.705719,6878500,100.0,100.459999,99.120003,100.220001,93.01709,2125869,0,1,0
2019-02-01,1,2,2019,Friday,5,386.109985,392.799988,384.730011,387.429993,376.464508,5625700,101.019997,102.120003,100.019997,101.120003,93.852402,1587528,1,1,0
2019-02-04,4,2,2019,Monday,1,388.970001,397.070007,388.119995,397.0,385.763641,4256600,101.199997,102.019997,100.739998,101.400002,94.112289,986555,1,1,0
2019-02-05,5,2,2019,Tuesday,2,400.75,410.75,399.549988,410.179993,398.570587,7230400,101.360001,102.720001,100.620003,102.0,94.669167,1373286,1,1,0
2019-02-06,6,2,2019,Wednesday,3,411.51001,413.880005,405.660004,411.109985,399.474243,5356000,102.019997,102.18,101.080002,102.080002,94.743401,892011,0,1,0
2019-02-07,7,2,2019,Thursday,4,407.929993,410.350006,402.290009,405.170013,395.680267,5211400,101.120003,101.779999,99.830002,99.830002,92.655121,1491323,0,0,0
2019-02-08,8,2,2019,Friday,5,400.0,404.959991,397.799988,404.910004,395.426392,4570900,99.830002,101.339996,98.050003,99.940002,92.75721,1262531,1,1,0
2019-02-11,11,2,2019,Monday,1,408.100006,409.829987,402.690002,403.950012,394.488861,3046900,101.900002,103.279999,101.5,102.0,94.669167,1314998,0,1,0
2019-02-12,12,2,2019,Tuesday,2,407.0,411.209991,405.399994,410.720001,401.100311,3263300,102.980003,103.459999,102.440002,102.779999,95.393097,1384956,1,0,0
2019-02-13,13,2,2019,Wednesday,3,412.519989,412.720001,407.670013,410.579987,400.963562,3078700,102.800003,104.739998,102.620003,104.379997,96.878105,1810340,0,1,0
2019-02-14,14,2,2019,Thursday,4,408.929993,412.220001,407.799988,409.820007,400.221375,2724300,108.0,110.940002,107.18,107.18,99.476868,3418594,1,0,0
2019-02-15,15,2,2019,Friday,5,412.480011,418.049988,411.429993,417.970001,408.180481,4017300,107.260002,111.760002,107.260002,110.980003,103.003761,2474676,1,1,0
2019-02-19,19,2,2019,Tuesday,2,415.5,417.940002,414.540009,416.26001,406.510559,3051500,111.440002,111.459999,109.959999,111.139999,103.15226,1663311,1,0,0
2019-02-20,20,2,2019,Wednesday,3,417.140015,421.839996,417.109985,421.549988,411.676605,3990100,111.019997,111.400002,110.400002,111.120003,103.133698,1530872,1,1,0
2019-02-21,21,2,2019,Thursday,4,421.579987,422.410004,415.679993,417.579987,407.799591,2880500,111.400002,112.080002,110.599998,111.360001,103.356445,1937817,0,0,0
2019-02-22,22,2,2019,Friday,5,419.700012,424.470001,419.140015,424.049988,414.118073,3132300,111.739998,113.82,111.620003,113.699997,105.528267,1662516,1,1,0
2019-02-25,25,2,2019,Monday,1,427.48999,429.920013,426.519989,426.869995,416.87204,3276100,113.779999,113.980003,112.660004,113.339996,105.194138,1312486,0,0,0
2019-02-26,26,2,2019,Tuesday,2,426.0,429.0,424.25,426.769989,416.774384,2503700,113.0,113.440002,112.559998,113.120003,104.989952,1162067,1,1,0
2019-02-27,27,2,2019,Wednesday,3,427.170013,436.329987,427.149994,435.440002,425.241333,4603800,112.580002,113.480003,112.5,113.459999,105.305527,1255186,1,1,0
2019-02-28,28,2,2019,Thursday,4,438.700012,441.420013,437.079987,439.959991,429.655426,5063100,113.260002,113.839996,112.900002,113.599998,105.435448,1473561,1,1,0
2019-03-01,1,3,2019,Friday,5,446.01001,446.01001,440.190002,440.619995,430.299957,5124200,114.059998,114.339996,113.339996,113.900002,105.71389,1263899,0,0,0
2019-03-04,4,3,2019,Monday,1,443.220001,444.5,426.630005,432.690002,422.555725,5971000,114.300003,114.900002,113.68,114.019997,105.825272,1133867,0,0,0
2019-03-05,5,3,2019,Tuesday,2,431.040009,433.850006,428.640015,430.119995,420.045898,2844300,113.5,113.660004,112.120003,113.239998,105.101334,1510042,0,0,0
2019-03-06,6,3,2019,Wednesday,3,429.700012,432.0,422.079987,424.459991,414.518463,4159400,112.839996,113.940002,112.82,113.720001,105.546837,1035032,0,1,0
2019-03-07,7,3,2019,Thursday,4,423.359985,434.350006,416.440002,422.559998,412.662964,4893600,113.139999,113.660004,112.080002,112.739998,104.637268,1682374,0,0,0
2019-03-08,8,3,2019,Friday,5,416.769989,423.429993,415.5,422.540009,412.643463,3794900,110.919998,111.919998,109.300003,111.519997,103.504936,1678207,1,1,0
2019-03-11,11,3,2019,Monday,1,371.269989,402.670013,365.549988,400.01001,390.641113,34742200,112.0,113.160004,111.559998,112.959999,104.841454,1217340,1,1,1
2019-03-12,12,3,2019,Tuesday,2,384.709991,390.0,368.0,375.410004,366.61731,36922600,114.099998,114.68,112.699997,114.580002,106.345024,1614290,0,1,1
2019-03-13,13,3,2019,Wednesday,3,378.429993,381.769989,363.329987,377.140015,368.306793,32662300,115.0,116.959999,114.580002,116.879997,108.479713,2334138,0,1,1
2019-03-14,14,3,2019,Thursday,4,374.98999,380.390015,372.100006,373.299988,364.556732,13514100,117.019997,117.239998,115.300003,117.0,108.591095,1698454,0,0,1
2019-03-15,15,3,2019,Friday,5,370.880005,385.709991,366.450012,378.98999,370.113464,26697700,116.900002,119.239998,116.82,117.68,109.222221,3463099,1,1,1
2019-03-18,18,3,2019,Monday,1,370.0,373.070007,367.200012,372.279999,363.560608,13119200,118.0,118.080002,116.959999,118.0,109.519226,974655,1,0,1
2019-03-19,19,3,2019,Tuesday,2,371.140015,378.769989,371.01001,373.429993,364.683685,9856100,118.300003,119.199997,117.800003,119.0,110.447357,1217304,1,1,1
2019-03-20,20,3,2019,Wednesday,3,374.700012,380.799988,373.679993,376.160004,367.349762,8737600,118.720001,119.279999,117.419998,117.860001,109.38929,1651569,1,0,0
2019-03-21,21,3,2019,Thursday,4,374.040009,377.0,372.230011,372.700012,363.970825,6951000,118.080002,118.779999,117.260002,118.559998,110.038971,991764,0,1,0
2019-03-22,22,3,2019,Friday,5,368.790009,369.859985,361.529999,362.170013,353.687408,10143900,119.440002,119.440002,114.599998,114.599998,106.363586,1548212,0,0,1
2019-03-25,25,3,2019,Monday,1,365.0,371.209991,362.890015,370.459991,361.783234,7939600,114.019997,114.860001,112.620003,114.040001,105.843834,1607484,1,1,0
2019-03-26,26,3,2019,Tuesday,2,375.579987,375.600006,367.600006,370.380005,361.705139,6479700,114.879997,117.300003,114.879997,116.339996,107.978523,1254958,0,1,0
2019-03-27,27,3,2019,Wednesday,3,371.890015,376.660004,365.549988,374.209991,365.445404,9600000,116.400002,116.779999,114.860001,115.480003,107.180351,1104628,1,0,1
2019-03-28,28,3,2019,Thursday,4,376.600006,376.660004,372.329987,374.440002,365.670013,4921300,115.120003,116.639999,115.099998,116.260002,107.904289,950323,0,1,0
2019-03-29,29,3,2019,Friday,5,376.519989,382.179993,374.73999,381.420013,372.486572,7694700,116.940002,118.199997,116.599998,117.900002,109.426407,1220119,1,1,0
2019-04-01,1,4,2019,Monday,1,385.799988,392.899994,383.100006,391.540009,382.369537,7735700,118.900002,119.120003,117.18,117.760002,109.296471,962091,1,0,0
2019-04-02,2,4,2019,Tuesday,2,388.5,394.829987,388.5,390.75,381.598022,6401000,117.839996,118.260002,116.760002,117.220001,108.795288,1368037,1,0,0
2019-04-03,3,4,2019,Wednesday,3,389.679993,391.540009,384.070007,384.73999,375.72879,7350300,118.800003,119.0,117.720001,118.540001,110.020416,1214807,0,0,0
2019-04-04,4,4,2019,Thursday,4,385.98999,397.059998,385.100006,395.859985,386.588318,9388100,118.639999,118.660004,117.480003,117.82,109.352158,1152087,1,0,1
2019-04-05,5,4,2019,Friday,5,398.070007,398.660004,390.950012,391.929993,382.750366,6857200,118.0,119.220001,117.599998,118.68,110.150345,1614315,0,1,0
2019-04-08,8,4,2019,Monday,1,376.200012,379.799988,371.859985,374.519989,365.748138,14482600,118.879997,121.220001,118.559998,120.739998,112.062302,1502349,0,1,1
2019-04-09,9,4,2019,Tuesday,2,370.290009,372.23999,367.75,369.040009,360.396515,7980100,118.800003,119.580002,117.699997,118.5,109.983292,1453576,0,0,0
2019-04-10,10,4,2019,Wednesday,3,368.399994,368.790009,362.920013,364.940002,356.392517,8285000,118.220001,119.040001,116.5,116.5,108.127037,1420843,0,0,0
2019-04-11,11,4,2019,Thursday,4,364.619995,371.079987,364.209991,370.160004,361.490265,6598400,116.919998,118.339996,116.599998,117.5,109.055161,935093,1,1,0
2019-04-12,12,4,2019,Friday,5,375.75,379.950012,372.0,379.640015,370.74823,7334600,117.540001,119.739998,117.260002,118.599998,110.076103,935016,1,1,0
2019-04-15,15,4,2019,Monday,1,376.700012,377.899994,373.679993,375.459991,366.666138,3822100,117.779999,117.800003,116.699997,117.239998,110.34906,702766,0,0,0
2019-04-16,16,4,2019,Tuesday,2,376.51001,384.640015,375.029999,381.720001,372.77951,7083800,117.0,117.980003,116.379997,117.919998,110.98909,900262,1,1,0
2019-04-17,17,4,2019,Wednesday,3,384.100006,384.190002,377.480011,377.519989,368.677856,4424400,117.580002,119.459999,117.099998,119.040001,112.043259,1333637,0,1,0
2019-04-18,18,4,2019,Thursday,4,377.519989,382.170013,377.519989,380.070007,371.168152,4703100,119.0,120.639999,118.18,120.239998,113.172722,2066169,1,1,0
2019-04-23,23,4,2019,Tuesday,2,375.540009,376.869995,372.609985,374.019989,365.259857,4894500,120.440002,122.800003,119.339996,122.800003,115.58226,1424239,0,1,0
2019-04-24,24,4,2019,Wednesday,3,377.890015,381.149994,373.660004,375.459991,366.666138,9855100,122.900002,123.279999,121.779999,122.199997,115.017525,882275,0,0,1
2019-04-25,25,4,2019,Thursday,4,376.01001,384.799988,372.76001,382.799988,373.834198,6615000,122.239998,122.68,121.220001,121.900002,114.735153,891406,1,0,0
2019-04-26,26,4,2019,Friday,5,383.890015,384.0,378.140015,380.790009,371.871307,4259600,122.400002,123.059998,121.199997,121.860001,114.69751,1018510,0,0,0
2019-04-29,29,4,2019,Monday,1,378.48999,385.299988,376.76001,379.049988,370.172028,5457300,122.0,123.519997,121.519997,123.019997,115.78933,1069541,1,1,0
2019-04-30,30,4,2019,Tuesday,2,379.5,381.140015,375.049988,377.690002,368.843903,3732800,123.980003,124.0,120.800003,121.879997,114.716331,1391362,0,0,0
2019-05-02,2,5,2019,Thursday,4,375.5,377.649994,373.25,375.799988,366.998169,2438800,120.660004,121.580002,119.68,119.980003,112.928017,1602622,1,0,0
2019-05-03,3,5,2019,Friday,5,376.079987,377.899994,374.220001,376.459991,367.6427,2953800,119.239998,120.699997,119.18,119.559998,112.532692,919711,1,1,0
2019-05-06,6,5,2019,Monday,1,367.880005,372.480011,365.630005,371.600006,362.896545,4747600,117.019997,119.839996,115.059998,119.699997,112.664467,943587,1,1,0
2019-05-07,7,5,2019,Tuesday,2,366.329987,367.709991,355.019989,357.230011,348.863129,9740300,119.720001,120.099998,117.059998,117.540001,110.631432,1245034,0,0,1
2019-05-08,8,5,2019,Wednesday,3,357.769989,361.519989,353.329987,359.75,351.324127,6030000,117.68,119.279999,116.940002,118.800003,111.817368,1135884,1,1,0
2019-05-09,9,5,2019,Thursday,4,354.76001,355.649994,347.470001,354.130005,347.822571,6075200,117.639999,118.32,116.379997,116.800003,109.934921,1071567,0,0,0
2019-05-10,10,5,2019,Friday,5,351.869995,355.540009,347.549988,354.670013,348.352936,4574100,117.5,118.360001,116.519997,117.5,110.593773,1146292,1,0,0
2019-05-13,13,5,2019,Monday,1,344.51001,346.630005,337.0,337.369995,331.361115,7757800,117.040001,117.239998,114.82,115.519997,108.730148,1187754,0,0,0
2019-05-14,14,5,2019,Tuesday,2,339.899994,346.100006,337.230011,343.040009,336.930115,4747800,117.0,119.139999,116.699997,119.0,112.005615,1080454,1,1,0
2019-05-15,15,5,2019,Wednesday,3,339.799988,348.799988,337.640015,345.640015,339.483795,4810000,119.059998,120.879997,118.080002,120.879997,113.775108,1225273,1,1,0
2019-05-16,16,5,2019,Thursday,4,348.640015,356.5,345.820007,353.809998,347.50827,6036500,120.660004,122.779999,119.940002,122.5,115.299896,1171146,1,1,0
2019-05-17,17,5,2019,Friday,5,351.5,359.98999,351.160004,355.019989,348.696716,5282900,122.459999,122.82,120.5,121.0,113.888054,1346495,1,0,0
2019-05-20,20,5,2019,Monday,1,353.0,355.940002,350.529999,352.790009,346.50647,3219900,120.720001,121.18,118.239998,119.080002,112.080917,880698,0,0,0
2019-05-21,21,5,2019,Tuesday,2,358.029999,360.769989,354.880005,358.75,352.360291,4022600,119.459999,119.720001,117.839996,118.260002,111.309113,797261,1,0,0
2019-05-22,22,5,2019,Wednesday,3,357.220001,357.570007,351.75,352.779999,346.496643,3841400,118.199997,118.360001,117.360001,118.220001,111.271461,841620,0,1,0
2019-05-23,23,5,2019,Thursday,4,345.920013,351.470001,341.149994,350.549988,344.306335,5305400,117.18,117.779999,114.739998,114.879997,108.127769,1292608,1,0,0
2019-05-24,24,5,2019,Friday,5,355.0,361.399994,353.0,354.899994,348.578857,5387500,115.580002,117.5,115.459999,116.540001,109.690201,941761,0,1,0
2019-05-28,28,5,2019,Tuesday,2,355.290009,359.309998,354.880005,354.880005,348.559235,3504300,116.980003,117.540001,115.68,116.32,109.483124,1121118,0,0,0
2019-05-29,29,5,2019,Wednesday,3,352.589996,352.790009,346.049988,348.799988,342.587463,4160500,115.959999,116.440002,113.120003,114.379997,107.65715,1460847,0,0,0
2019-05-30,30,5,2019,Thursday,4,350.0,351.920013,347.940002,349.869995,343.638428,2183900,114.599998,115.440002,114.480003,115.239998,108.466606,527329,0,1,0
2019-05-31,31,5,2019,Friday,5,345.850006,345.850006,341.359985,341.609985,335.525543,3217600,113.599998,114.879997,112.599998,114.860001,108.10894,1422449,0,1,0
